object_id,id,name,drs_uri,type
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,387184c4da57d9718e8fbe4cb81331ba820e580799ff8c4f0785a03987b2d6fd8cb241ff0471d29bf9118b005f38da32ac49f942049c94135ffeef10d0306e5c,robots.txt,,f
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,3e6567eb78586eba0bd48d16c1a3fc55e122fab21a3e39cfb1b87953d5af2a6cf8a6454f7eaee94d8ee47c81509c1f29814dbde67965baf0b37ebfe4e8f2e256,1000g,,f
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,50f2833adec7310500bd1194c30edc33d917184767f48493ff7af6b4d778992f8b02288f030753b70de2a0ebc98d23b39ad69f7a9c99832ee2ef01429b3d1501,1000g-archive,,f
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,7ad8f25cd54a749185fd3af89a550d66a43b7e33e78412669206a57fba8a61aa1337f58872d27217e0eb8d5d99506c421deb6c1bdb2037cddf36c57b98f1ed8f,biostudies-test,,f
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,7e6fe607c24337b9ce98e7075dda4ee77c60c480fbbcb19a979299d903f93fb2dee5538d0e26be24cf5a050da48a3ba8ccb825395a7f21c171443495a2b7ed61,ensemblgenomes,,f
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,8bf9e1aefe469c40fa211efbe01c7ea056f79eab0735f2d6cdcc5ed991638a6a0021b746ad0b4138501083f3dfab4491a10e8db38edc9d4bd80ef02584fdf531,faang,,f
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,94340c5188ee61d272fbac0eacaa66f046885756bd928de1a5417db4a0ccb053bce72c367cbc7ff274fecc0774161346651c58ec015b6c63f1d841b6bd5fe746,pub,,f
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,b5c8b916f6df1b5e35b8102b01f5968272a622fd3e81a39ea9168d5863a88400ed50b7f4bc6448cbc1814b6732fc66459cd9cdac10923c360a0e2e5212050a79,biostudies,,f
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,c35c9d845f0fd1922151f602a12948b8d6c804b3067220bf6a0ee7b796161e6d23bdb1047dbaf2de6d81e9028ab122ca6c12389bf4917e201cdc867b230fddcb,pride,,f
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,c52aeca729a85a89df459b73417cc9aec49cb1295cff8a8554fc8855ad860f0a5aadff15d8f3ef3388fee112dbff61c080dc8d4c49181ed2538c0aa5975ae69c,empiar,,f
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,cda445fae378beedf5a3110e3522a30b760c2b06c3031dfa121ca905365b0006b125c41584ca3e534600e2fe2e41b632da817f67681fb7551ec4f82e270b7743,vol1,,f
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,f7a275d1113b7dae94c4e618c5ccfc2c2a715ba51c7f5372d03d95bcd4a64438511fccb5f8162a292659b500591c31f764a9a62914827d1a3af334de929bbb29,ensemblorg,,f
efa3b721a3c716016badfd76b4dc031578e84cf72598eed01385407b8997ee59d261beee1247f2d46ba0d86aca1c53f17a7705ae60b4dd5df7dea71f321b83ef,f8437ef0cda907fefca4d77569a9719833501ccbe3b0ff20c7375a0f6f1ac30b088382889e7591a150b2c257d35a7ce4bdc05ec7f99ffc7a42c310277a7dc6a7,hipsci,,f
